Title,Description,Start,End,Timezone,format,URL,Contact,Organiser,Eligibility,Host Institutions,Online,City,Country
Data transfer and Research Data Storage (RDS) for HPC,"""""""<h3><strong>Sydney Informatics Hub Research Computing Training Series</strong></h3><h2>Data transfer and Research Data Storage (RDS) for HPC</h2><p><strong>Please note: OWN LAPTOP REQUIRED</strong> with a terminal client installed.</p><p><strong>Essential pre-requisites</strong>: Competency on the Unix/Linux command line. If you are interested in learning HPC but have no Unix/Linux command-line skills, you should first take an 'Introduction to Unix/Linux' course. We will go through the basics if you have no experience.</p><p><strong>Synopsis:</strong> Learn to navigate and interact with the University of Sydney's Research Data Storage options. Learn how to transfer data between your local computer, an external source, the Research Data Store (RDS) and the Artemis High Performance Computer (HPC). Learn how to back up HPC output onto the RDS.</p><p><strong>Target audience:</strong> Students and staff who would like to learn how to utilise the RDS and particularly how it integrates with the Artemis HPC. Participants must have a valid USYD unikey.</p><p><strong>Follow-on courses:</strong> This course is designed as a 2-part session, with 'Introduction to the Artemis HPC'. IT IS RECOMMENDED TO REGISTER FOR IT.</p><p><strong>Course notes and additional courses:</strong> <a href=""https://sydney-informatics-hub.github.io/training.artemis/"" target=""_blank"" rel=""nofollow noopener noreferrer"">https://sydney-informatics-hub.github.io/training.artemis/</a></p><p><strong>For more information:</strong> Email sih.training@sydney.edu.au </p><p><strong>Sign up for email alerts about training:</strong> <a href=""https://mailman.sydney.edu.au/mailman/listinfo/computing_training"" target=""_blank"" rel=""nofollow noopener noreferrer"">https://mailman.sydney.edu.au/mailman/listinfo/computing_training</a><a href=""https://mailman.sydney.edu.au/mailman/listinfo/computing_training"" target=""_blank"" rel=""nofollow noopener noreferrer""></a></p>""""""",2022-07-21T10:00:00,2022-07-21T12:00:00,Australia/Sydney,online,https://www.sydney.edu.au/research/facilities/sydney-informatics-hub/workshops-and-training/training-calendar.html,sih.training@sydney.edu.au,Sydney Informatics Hub,host_institution,University of Sydney,true,Sydney,Australia
Intro to REDCap,"""""""<p>Research Electronic Data Capture (REDCap) is a secure web-based database application maintained by the University of Sydney. It is ideal for collecting and managing participant data and administering online surveys, with features supporting longitudinal data collection, complex team workflows and exports to a range of statistical analysis programs.</p><p><strong>In ""Intro to REDCap"", we will cover:</strong></p><ul><li>How to build a simple data entry project</li><li>How to collect data</li><li>How to add users/collaborators</li><li>How to export data</li></ul><p>Please note we will <strong>not cover surveys</strong>, as these are covered separately in our ""Surveys in REDCap"" training session.</p><p><strong>Target audience: </strong>Students and staff at the University of Sydney who need to collect electronic data or responses from participants into a structured database.</p><p><strong>Open to: </strong>Academic and Professional Staff, research students, and affiliates of The University of Sydney (with a valid UniKey). If you do not have a UniKey, please contact us to confirm your position after registration. Please use your University of Sydney email address to register (e.g. first.last@sydney.edu.au, abcd1234@uni.sydney.edu.au)</p><p><strong>Accessing the webinar: </strong>Your confirmation<strong> email from Eventbrite</strong> will contain a button which will provide the details to access the Zoom webinar</p><p><strong>For more information: </strong>digital.research@sydney.edu.au</p><p>Sydney Informatics Hub offers a broad range of training to researchers at the University. Please see our <a href=""https://sydney.edu.au/research/facilities/sydney-informatics-hub/workshops-and-training.html"" target=""_blank"" rel=""nofollow noopener noreferrer"">training site </a>for more information.</p>""",2022-08-17T09:30:00,2022-08-10T12:00:00,Australia/Sydney,online,https://www.sydney.edu.au/research/facilities/sydney-informatics-hub/workshops-and-training/training-calendar.html,sih.training@sydney.edu.au,Sydney Informatics Hub,host_institution,University of Sydney,true,Sydney,Australia
Surveys in REDCap,"""""""<p>Research Electronic Data Capture (REDCap) is a secure web-based database application maintained by the University of Sydney. It is ideal for collecting and managing participant data and administering online surveys, with features supporting longitudinal data collection, complex team workflows and exports to a range of statistical analysis programs.</p><p><strong>In ""Surveys in REDCap"", we will cover:</strong></p><ul><li>How to turn a data collection instrument into a survey</li><li>How to distribute surveys</li><li>How to work with multiple surveys within a project (e.g. Survey Queue, Automated Survey Invitation features)</li></ul><p><strong>Essential pre-requisites: </strong>You must know how to build a basic data entry project in REDCap. Please attend our ""Intro to REDCap"" webinar to cover this.</p><p><strong>Target audience:</strong> Students and staff at the University of Sydney who need to collect electronic data or responses from participants into a structured database.</p><p><strong>Open to:</strong> Academic and Professional Staff, research students, and affiliates of The University of Sydney (with a valid UniKey). If you do not have a UniKey, please contact us to confirm your position after registration. Please use your University of Sydney email address to register (e.g. first.last@sydney.edu.au, abcd1234@uni.sydney.edu.au)</p><p><strong>Accessing the webinar:</strong> Your confirmation<strong> email from Eventbrite</strong> will contain a button which will provide the details to access the Zoom webinar</p><p><strong>For more information: </strong>digital.research@sydney.edu.au</p><p>Sydney Informatics Hub offers a broad range of training to researchers at the University. Please see our <a href=""https://sydney.edu.au/research/facilities/sydney-informatics-hub/workshops-and-training.html"" target=""_blank"" rel=""nofollow noopener noreferrer"">training site </a>for more information.</p>""",2022-08-17T10:00:00,2022-08-17T12:00:00,Australia/Sydney,online,https://www.sydney.edu.au/research/facilities/sydney-informatics-hub/workshops-and-training/training-calendar.html,sih.training@sydney.edu.au,Sydney Informatics Hub,host_institution,University of Sydney,true,Sydney,Australia
Intro to REDCap (webinar),"""""""<p>Research Electronic Data Capture (REDCap) is a secure web-based database application maintained by the University of Sydney. It is ideal for collecting and managing participant data and administering online surveys, with features supporting longitudinal data collection, complex team workflows and exports to a range of statistical analysis programs.</p><p><strong>In ""Intro to REDCap"", we will cover:</strong></p><ul><li>How to build a simple data entry project</li><li>How to collect data</li><li>How to add users/collaborators</li><li>How to export data</li></ul><p>Please note we will <strong>not cover surveys</strong>, as these are covered separately in our ""Surveys in REDCap"" training session.</p><p><strong>Target audience: </strong>Students and staff at the University of Sydney who need to collect electronic data or responses from participants into a structured database.</p><p><strong>Open to: </strong>Academic and Professional Staff, research students, and affiliates of The University of Sydney (with a valid UniKey). If you do not have a UniKey, please contact us to confirm your position after registration. Please use your University of Sydney email address to register (e.g. first.last@sydney.edu.au, abcd1234@uni.sydney.edu.au)</p><p><strong>Accessing the webinar: </strong>Your confirmation<strong> email from Eventbrite</strong> will contain a button which will provide the details to access the Zoom webinar</p><p><strong>For more information: </strong>digital.research@sydney.edu.au</p><p>Sydney Informatics Hub offers a broad range of training to researchers at the University. Please see our <a href=""https://sydney.edu.au/research/facilities/sydney-informatics-hub/workshops-and-training.html"" target=""_blank"" rel=""nofollow noopener noreferrer"">training site </a>for more information.</p>""",2022-10-06T10:00:00,2022-10-06T12:00:00,Australia/Sydney,online,https://www.sydney.edu.au/research/facilities/sydney-informatics-hub/workshops-and-training/training-calendar.html,sih.training@sydney.edu.au,Sydney Informatics Hub,host_institution,University of Sydney,true,Sydney,Australia
Surveys in REDCap (webinar),"""""""<p>Research Electronic Data Capture (REDCap) is a secure web-based database application maintained by the University of Sydney. It is ideal for collecting and managing participant data and administering online surveys, with features supporting longitudinal data collection, complex team workflows and exports to a range of statistical analysis programs.</p><p><strong>In ""Surveys in REDCap"", we will cover:</strong></p><ul><li>How to turn a data collection instrument into a survey</li><li>How to distribute surveys</li><li>How to work with multiple surveys within a project (e.g. Survey Queue, Automated Survey Invitation features)</li></ul><p><strong>Essential pre-requisites: </strong>You must know how to build a basic data entry project in REDCap. Please attend our ""Intro to REDCap"" webinar to cover this.</p><p><strong>Target audience:</strong> Students and staff at the University of Sydney who need to collect electronic data or responses from participants into a structured database.</p><p><strong>Open to:</strong> Academic and Professional Staff, research students, and affiliates of The University of Sydney (with a valid UniKey). If you do not have a UniKey, please contact us to confirm your position after registration. Please use your University of Sydney email address to register (e.g. first.last@sydney.edu.au, abcd1234@uni.sydney.edu.au)</p><p><strong>Accessing the webinar:</strong> Your confirmation<strong> email from Eventbrite</strong> will contain a button which will provide the details to access the Zoom webinar</p><p><strong>For more information: </strong>digital.research@sydney.edu.au</p><p>Sydney Informatics Hub offers a broad range of training to researchers at the University. Please see our <a href=""https://sydney.edu.au/research/facilities/sydney-informatics-hub/workshops-and-training.html"" target=""_blank"" rel=""nofollow noopener noreferrer"">training site </a>for more information.</p>""",2022-10-13T10:00:00,2022-10-13T12:00:00,Australia/Sydney,online,https://www.sydney.edu.au/research/facilities/sydney-informatics-hub/workshops-and-training/training-calendar.html,sih.training@sydney.edu.au,Sydney Informatics Hub,host_institution,University of Sydney,true,Sydney,Australia
Intro to REDCap (webinar),"""""""<p>Research Electronic Data Capture (REDCap) is a secure web-based database application maintained by the University of Sydney. It is ideal for collecting and managing participant data and administering online surveys, with features supporting longitudinal data collection, complex team workflows and exports to a range of statistical analysis programs.</p><p><strong>In ""Intro to REDCap"", we will cover:</strong></p><ul><li>How to build a simple data entry project</li><li>How to collect data</li><li>How to add users/collaborators</li><li>How to export data</li></ul><p>Please note we will <strong>not cover surveys</strong>, as these are covered separately in our ""Surveys in REDCap"" training session.</p><p><strong>Target audience: </strong>Students and staff at the University of Sydney who need to collect electronic data or responses from participants into a structured database.</p><p><strong>Open to: </strong>Academic and Professional Staff, research students, and affiliates of The University of Sydney (with a valid UniKey). If you do not have a UniKey, please contact us to confirm your position after registration. Please use your University of Sydney email address to register (e.g. first.last@sydney.edu.au, abcd1234@uni.sydney.edu.au)</p><p><strong>Accessing the webinar: </strong>Your confirmation<strong> email from Eventbrite</strong> will contain a button which will provide the details to access the Zoom webinar</p><p><strong>For more information: </strong>digital.research@sydney.edu.au</p><p>Sydney Informatics Hub offers a broad range of training to researchers at the University. Please see our <a href=""https://sydney.edu.au/research/facilities/sydney-informatics-hub/workshops-and-training.html"" target=""_blank"" rel=""nofollow noopener noreferrer"">training site </a>for more information.</p>""",2022-12-06T13:00:00,2022-12-06T15:00:00,Australia/Sydney,online,https://www.sydney.edu.au/research/facilities/sydney-informatics-hub/workshops-and-training/training-calendar.html,sih.training@sydney.edu.au,Sydney Informatics Hub,host_institution,University of Sydney,true,Sydney,Australia
Surveys in REDCap (webinar),"""""""<p>Research Electronic Data Capture (REDCap) is a secure web-based database application maintained by the University of Sydney. It is ideal for collecting and managing participant data and administering online surveys, with features supporting longitudinal data collection, complex team workflows and exports to a range of statistical analysis programs.</p><p><strong>In ""Surveys in REDCap"", we will cover:</strong></p><ul><li>How to turn a data collection instrument into a survey</li><li>How to distribute surveys</li><li>How to work with multiple surveys within a project (e.g. Survey Queue, Automated Survey Invitation features)</li></ul><p><strong>Essential pre-requisites: </strong>You must know how to build a basic data entry project in REDCap. Please attend our ""Intro to REDCap"" webinar to cover this.</p><p><strong>Target audience:</strong> Students and staff at the University of Sydney who need to collect electronic data or responses from participants into a structured database.</p><p><strong>Open to:</strong> Academic and Professional Staff, research students, and affiliates of The University of Sydney (with a valid UniKey). If you do not have a UniKey, please contact us to confirm your position after registration. Please use your University of Sydney email address to register (e.g. first.last@sydney.edu.au, abcd1234@uni.sydney.edu.au)</p><p><strong>Accessing the webinar:</strong> Your confirmation<strong> email from Eventbrite</strong> will contain a button which will provide the details to access the Zoom webinar</p><p><strong>For more information: </strong>digital.research@sydney.edu.au</p><p>Sydney Informatics Hub offers a broad range of training to researchers at the University. Please see our <a href=""https://sydney.edu.au/research/facilities/sydney-informatics-hub/workshops-and-training.html"" target=""_blank"" rel=""nofollow noopener noreferrer"">training site </a>for more information.</p>""",2022-12-13T13:00:00,2022-12-13T15:00:00,Australia/Sydney,online,https://www.sydney.edu.au/research/facilities/sydney-informatics-hub/workshops-and-training/training-calendar.html,sih.training@sydney.edu.au,Sydney Informatics Hub,host_institution,University of Sydney,true,Sydney,Australia
"Research Essentials - analysing your data","""""""<p><strong>Research Essentials - Analysing your data</strong></p><p>This workshop presents methods and concepts that will help you create world-changing research worthy of top-tier journals.</p><p>We introduce the concept of a research workflow, a series of defined steps that will assist you in thinking about your data and preparing it for statistical analysis. We introduce you to the resources available from both Sydney Informatics Hub and across the University that will support you in proceeding from hypothesis generation all the way through to publication.</p><p>Data analysis concepts will be covered in detail, including: how experimental design fits into hypothesis generation and your final publication; how to manage your analysis data and Exploratory Data Analysis (EDA) – an essential and often-overlooked stage of data analysis for determining the appropriate statistical methods to apply in your research.</p><p>We will show you some of the more advanced statistical analysis methods to give you and idea of what is possible.</p><p>Note that this workshop does not require knowledge of or use of specific statistics software.  The analysis methods may be performed using a range of commonly available software through the university.</p><p><strong>Attendance options:</strong></p><p>You will get the most out of this session by attending in person. This way allows you to interact with the presenters, ask questions directly, and catch up after the session. Please only choose online if circumstances prevent you from attending campus.</p><p><strong>In person:</strong>  Choose the <strong><em>In person</em></strong> ticket option.</p><p><strong>Online:</strong> Choose the <strong><em>Online Zoom</em></strong> ticket option. It is recommended to have a dual monitor setup to view and participate remotely in the session. Registered attendees will receive a link to the Zoom event closer to the date.</p><p><strong>Sydney Informatics Hub</strong></p><ul><li>Open to: Academic and Professional Staff, research students, and affiliates of The University of Sydney (with a valid UniKey)</li><li>Please use your University of Sydney email address to register i.e. @sydney.edu.au, @uni.sydney.edu.au, etc</li><li>If you do not have a UniKey, please contact us to confirm your position after registration.</li></ul><p><strong>Registrations from open web email clients (@gmail.com, @hotmail.com etc) will AUTOMATICALLY be cancelled, without us contacting you!</strong></p>""""""","2022-08-17T09:30:00","2022-08-17T11:00:00","Australia/Sydney","hybrid","https://www.sydney.edu.au/research/facilities/sydney-informatics-hub/workshops-and-training/training-calendar.html","sih.training@sydney.edu.au","Sydney Informatics Hub","host_institution","University of Sydney","true","Sydney","Australia"
"Experimental Design","""""""<p>This presentation and workshop focuses on the key aspects of experimental design that researchers and students may need to apply in their research. Higher degree research students engaging in new research are especially invited to attend. During the workshop there will be the opportunity to discuss your own research question and associated experimental design.</p><p>The workshop will include the following topics:</p><ul><li>your research question</li><li>experimental validity</li><li>randomisation and bias</li><li>blinding and bias</li><li>blocking and confounding</li><li>fixed and random effects</li><li>replication, experimental units</li></ul><p>No pre-requisite knowledge of statistical methods is required.</p><p><strong>Attendance options:</strong></p><p>You will get the most out of this session by attending in person. This way allows you to interact with the presenters, ask questions directly, and catch up after the session. Please only choose online if circumstances prevent you from attending campus.</p><p><strong>In person: </strong> Choose the <em><strong>In person</strong></em> ticket option.</p><p><strong>Online:</strong> Choose the <em><strong>Online Zoom</strong></em> ticket option. It is recommended to have a dual monitor setup to view and participate remotely in the session. Registered attendees will receive a link to the Zoom event closer to the date. </p><p>Sydney Informatics Hub </p><ul><li>Open to: Academic and Professional Staff, research students, and affiliates of The University of Sydney (with a valid UniKey)</li><li>Please use your University of Sydney email address to register i.e. @sydney.edu.au, @uni.sydney.edu.au, etc</li><li>If you do not have a UniKey, please contact us to confirm your position after registration.</li></ul><p><strong>Registrations from open web email clients (@gmail.com, @hotmail.com etc) will AUTOMATICALLY be cancelled, without us contacting you!</strong></p>""""""","2022-08-17T11:30:00","2022-08-17T13:00:00","Australia/Sydney","hybrid","https://www.sydney.edu.au/research/facilities/sydney-informatics-hub/workshops-and-training/training-calendar.html","sih.training@sydney.edu.au","Sydney Informatics Hub","host_institution","University of Sydney","true","Sydney","Australia"
"Power and Sample Size Calculation","""""""<p>This is the registration page for <strong>Power and Sample Size Calculation</strong>, run by the Sydney Informatics Hub.</p><p>This workshop covers the theory and concepts of power analysis and includes worked examples using G*Power software.  Attendees will follow the examples on their own laptop PC or Mac.</p><p>It is essential you have G*Power pre-installed on your machine prior to the workshop.</p><p>Download software from the G*Power website <a href=""http://www.psychologie.hhu.de/arbeitsgruppen/allgemeine-psychologie-und-arbeitspsychologie/gpower.html"" target=""_blank"" rel=""nofollow noopener noreferrer"">here</a>.  (It's free, and available for both Windows and MacOS)</p><p><strong>Attendance options:</strong></p><p>You will get the most out of this session by attending in person. This way allows you to interact with the presenters, ask questions directly, and catch up after the session. Please only choose online if circumstances prevent you from attending campus.</p><p><strong>In person:</strong>  Choose the ""In person"" ticket option.</p><p><strong>Online:</strong> Choose the ""Online Zoom"" ticket option. It is recommended to have a dual monitor setup to view and participate remotely in the session. Registered attendees will receive a link to the Zoom event closer to the date. </p><p></p><p>Sydney Informatics Hub</p><p></p><ul><li>Open to: Academic and Professional Staff, research students, and affiliates of The University of Sydney (with a valid UniKey)</li><li>Please use your <strong>University of Sydney email address</strong> to register i.e. <strong>@sydney.edu.au, @uni.sydney.edu.au,</strong> etc</li><li>If you do not have a UniKey, please contact us to confirm your position after registration.</li><li>Registrations from open web email clients (@gmail.com, @hotmail.com etc) will AUTOMATICALLY be cancelled, without us contacting you!</li></ul>""""""","2022-08-17T14:00:00","2022-08-17T15:30:00","Australia/Sydney","hybrid","https://www.sydney.edu.au/research/facilities/sydney-informatics-hub/workshops-and-training/training-calendar.html","sih.training@sydney.edu.au","Sydney Informatics Hub","host_institution","University of Sydney","true","Sydney","Australia"
"Linear Models 1: Linear regression, ANOVA, ANCOVA and repeated measures (a simple mixed model)","""""""<p><strong>Linear Models 1: Linear regression, ANOVA, ANCOVA and repeated measures (a simple mixed model)</strong> focuses on Practical Data Analysis by presenting Statistical Workflows applicable in any software for 4 of the most common univariate analyses: linear regression, ANOVA, ANCOVA, and repeated measures (a simple mixed model). All assuming a normal (gaussian) residual. These workflows can be easily extended to more complex models. The R code used to create output is also included. ​</p><p>This is one of 3 workshops for researchers interested in statistical methods such as linear regression, ANOVA, ANCOVA, mixed models, logistic/binary and count (Poisson) regression. Each one builds on the preceding workshops and together they show how all these analyses can be performed using the same easy to understand Generalised Linear Mixed Model (GLMM) framework and workflow. As well as how they can be used to analyse experimental designs such as Control vs Treatment, Randomised Control Trials (RCT’s), Before After Control Impact (BACI) analysis, repeated measures plus many more. There is also a 4th complementary workshop called Statistical Model Building which we recommend for those experienced with Linear Models or who have done at least the first 2 of our workshops.</p><p>The material is organised around Statistical Workflows applicable in any software that give step by step instructions on how to do the analysis including assumption testing, model interpretation and presentation of results.</p><p></p><p><strong>Attendance options:</strong></p><p>You will get the most out of this session by attending in person. This way allows you to interact with the presenters, ask questions directly, and catch up after the session. Please only choose online if circumstances prevent you from attending campus.</p><p><strong>In person @Camden:</strong>  Choose the ""In person"" ticket option.</p><p><strong>Online:</strong> Choose the ""Online Zoom"" ticket option. It is recommended to have a dual monitor setup to view and participate remotely in the session. Registered attendees will receive a link to the Zoom event closer to the date. </p><p></p><p>Sydney Informatics Hub</p><p></p><ul><li>Open to: Academic and Professional Staff, research students, and affiliates of The University of Sydney (with a valid UniKey)</li><li>Please use your <strong>University of Sydney email address</strong> to register i.e. <strong>@sydney.edu.au, @uni.sydney.edu.au,</strong> etc</li><li>If you do not have a UniKey, please contact us to confirm your position after registration.</li><li>Registrations from open web email clients (@gmail.com, @hotmail.com etc) will AUTOMATICALLY be cancelled, without us contacting you!</li></ul>""""""","2022-08-30T09:30:00","2022-08-30T11:00:00","Australia/Sydney","hybrid","https://www.sydney.edu.au/research/facilities/sydney-informatics-hub/workshops-and-training/training-calendar.html","sih.training@sydney.edu.au","Sydney Informatics Hub","host_institution","University of Sydney","true","Sydney","Australia"
"Linear Models 2: Logistic and Poisson/count regression-an introduction to Generalised Linear Models (GLM)","""""""<p><strong>Linear Models 2: Logistic and Poisson/count regression-an introduction to Generalised Linear Models (GLM)</strong>, focuses on Practical data analysis by presenting statistical workflows applicable in any software for two of the more common GLMM’s: Logistic regression for binary data (using a Binomial distribution); and Poisson/count regression for count data (using a Poisson distribution). The GLM framework is also described in detail. The R code used to create output is also included. ​</p><p></p><p>This is the second of 3 workshops for researchers interested in statistical methods such as linear regression, ANOVA, ANCOVA, mixed models, logistic/binary and count (Poisson) regression. Each one builds on the preceding workshops and together they show how all these analyses can be performed using the same easy to understand Generalised Linear Mixed Model (GLMM) framework and workflow. As well as how they can be used to analyse experimental designs such as Control vs Treatment, Randomised Control Trials (RCT’s), Before After Control Impact (BACI) analysis, repeated measures plus many more. There is also a 4th complementary workshop called Statistical Model Building which we recommend for those experienced with Linear Models or who have done at least the first 2 of our workshops.</p><p></p><p>The material is organised around statistical workflows applicable in any software that give step by step instructions on how to do the analysis including assumption testing, model interpretation and presentation of results.</p><p></p><p><strong>Attendance options:</strong></p><p>You will get the most out of this session by attending in person. This way allows you to interact with the presenters, ask questions directly, and catch up after the session. Please only choose online if circumstances prevent you from attending campus.</p><p><strong>In person @Camden:</strong>  Choose the ""In person"" ticket option. </p><p><strong>Online:</strong> Choose the ""Online Zoom"" ticket option. It is recommended to have a dual monitor setup to view and participate remotely in the session. Registered attendees will receive a link to the Zoom event closer to the date. </p><p></p><p>Sydney Informatics Hub</p><p></p><ul><li>Open to: Academic and Professional Staff, research students, and affiliates of The University of Sydney (with a valid UniKey)</li><li>Please use your <strong>University of Sydney email address</strong> to register i.e. <strong>@sydney.edu.au, @uni.sydney.edu.au,</strong> etc</li><li>If you do not have a UniKey, please contact us to confirm your position after registration.</li><li>Registrations from open web email clients (@gmail.com, @hotmail.com etc) will AUTOMATICALLY be cancelled, without us contacting you!</li></ul>""""""","2022-08-30T11:30:00","2022-08-30T13:00:00","Australia/Sydney","hybrid","https://www.sydney.edu.au/research/facilities/sydney-informatics-hub/workshops-and-training/training-calendar.html","sih.training@sydney.edu.au","Sydney Informatics Hub","host_institution","University of Sydney","true","Sydney","Australia"
"Statistical Model Building","""""""<p>This workshop examines and illustrates the key aspects and strategies of statistical model building to help you answer your research question, avoid common pitfalls, erroneous models and incorrect conclusions. Appropriate statistical model building will help you to gain knowledge as opposed to simply getting the best prediction (although that can be a goal as well). We will focus on concepts such as variable selection, multi-collinearity, interactions, selecting a model building strategy, comparing models and evaluating models. In general, these concepts are useful for any statistical model building. This workshop will provide generalised linear regression model examples. The focus will be on practical application of concepts so mathematical descriptions will be kept to a minimum. </p><p></p><p><strong>Attendance options:</strong></p><p>You will get the most out of this session by attending in person. This way allows you to interact with the presenters, ask questions directly, and catch up after the session. Please only choose online if circumstances prevent you from attending campus.</p><p><strong>In person @Camden:</strong>  Choose the ""In person"" ticket option. </p><p><strong>Online:</strong> Choose the ""Online Zoom"" ticket option. It is recommended to have a dual monitor setup to view and participate remotely in the session. Registered attendees will receive a link to the Zoom event closer to the date. </p><p></p><p>Sydney Informatics Hub</p><p></p><ul><li>Open to: Academic and Professional Staff, research students, and affiliates of The University of Sydney (with a valid UniKey)</li><li>Please use your <strong>University of Sydney email address</strong> to register i.e. <strong>@sydney.edu.au, @uni.sydney.edu.au,</strong> etc</li><li>If you do not have a UniKey, please contact us to confirm your position after registration.</li><li>Registrations from open web email clients (@gmail.com, @hotmail.com etc) will AUTOMATICALLY be cancelled, without us contacting you!</li></ul>""""""","2022-08-30T14:00:00","2022-08-30T15:30:00","Australia/Sydney","hybrid","https://www.sydney.edu.au/research/facilities/sydney-informatics-hub/workshops-and-training/training-calendar.html","sih.training@sydney.edu.au","Sydney Informatics Hub","host_institution","University of Sydney","true","Sydney","Australia"
